,OPERATION NAME,ZIPCODE,VENDOR TYPE,LATITUDE,LONGITUDE
7320,HORIZON GAS INC.,11356,GAS STATION,40.78624999,-73.837726
7321,NILKANTH CONVENIENCE INC.,11356,CONVENIENCE STORE,40.78961,-73.84543802
7322,"YOO, JUNG SIK",11356,GROCERY SUPERMARKET,40.77874002,-73.84637504
7323,20TH AVENUE FARMERS MARKET INC.,11356,GROCERY SUPERMARKET,40.7817457,-73.83851024
7324,7-ELEVEN STORE #32720A,11356,GROCERY SUPERMARKET,40.78501002,-73.84091003
7325,BHAKTI 14 INC,11356,CONVENIENCE STORE,40.78478002,-73.84591101
7326,WHITESTONE DELI INC.,11357,GROCERY SUPERMARKET,40.78992001,-73.81410203
7327,"A TO Z GROCERY, INC",11357,GROCERY SUPERMARKET,40.78244,-73.79461804
7328,PURPLE'S HAPPY SHOP INC.,11357,CONVENIENCE STORE,40.77704,-73.81772301
7329,W Q DELI GROCERY INC,11357,GROCERY SUPERMARKET,40.78422002,-73.81366097
7330,1237 WHITESTONE INC.,11357,CONVENIENCE STORE,40.78969001,-73.81400999
7331,PARSONS 24 HOURS AUTO  REPAIR CORP.,11357,CONVENIENCE/GAS,40.78137998,-73.82280504
7332,"WHITESTONE AUTO CENTER, INC.",11357,GROCERY SUPERMARKET,40.78739999,-73.81130197
7333,W STONE MART INC.,11357,GROCERY SUPERMARKET,40.78687,-73.8165
7334,HSYW INC.,11357,GROCERY SUPERMARKET,40.78843,-73.81414402
7335,WHITESTONE DAIRY FARM INC.,11357,GROCERY SUPERMARKET,40.77774001,-73.80938603
7336,NOR-CROSS SERVICE STATION INC.,11357,GAS STATION,40.78224998,-73.80331301
7337,KUBER CONVENIENCE INC.,11357,CONVENIENCE STORE,40.77694,-73.81773499
7338,SUNAR INC.,11357,CONVENIENCE STORE,40.79200999,-73.80711001
7339,GAJNAND CONVENIENCE INC.,11357,CONVENIENCE STORE,40.77792999,-73.80935896
7340,WHITESTONE MART INC,11357,CONVENIENCE STORE,40.78260998,-73.80828297
7341,EMFA INC.,11357,GROCERY SUPERMARKET,40.78908002,-73.81376901
7342,BOULEVARD NEWS LLC,11357,GROCERY SUPERMARKET,40.78024,-73.80216603
7343,VILLAGE VAPORS INC.,11357,TOBACCO RETAIL,40.78939002,-73.81184302
7344,FLUSHING MINI FOOD MARKET INC,11358,GROCERY SUPERMARKET,40.76479999,-73.79661603
7345,OTTATI  FOODS LTD.,11358,GROCERY SUPERMARKET,40.77121001,-73.80124502
7346,SHIV KAILASH INC,11358,GROCERY SUPERMARKET,40.76167999,-73.80393402
7347,T & C GROCERY INC,11358,GROCERY SUPERMARKET,40.76277395,-73.7969279
7348,SKYVIEW DELI & GROCERY INC,11358,GROCERY SUPERMARKET,40.76767,-73.79055701
7349,QUEEN BEE FOOD STORE INC.,11358,GROCERY SUPERMARKET,40.75655002,-73.804649
7350,CHOI VEGETABLE & GROCERY INC,11358,GROCERY SUPERMARKET,40.76256998,-73.801673
7351,EMPIREMODS INC.,11358,TOBACCO RETAIL,40.75360998,-73.79417397
7352,SQUARE VAPE LABS INC.,11358,GROCERY SUPERMARKET,40.76227,-73.803599
7353,"RAMDAM, INC.",11358,GROCERY SUPERMARKET,40.75378001,-73.806605
7354,JAMAST HOLDING CORP,11358,CONVENIENCE STORE,40.77139001,-73.80277497
7355,SIR GAR BAR NYC LLC,11358,GROCERY SUPERMARKET,40.75929999,-73.80393201
7356,"LIM, JEA O.",11358,GROCERY SUPERMARKET,40.75383752,-73.80479744
7357,"KEY FOOD CS 2, LLC",11358,BAR/LOUNGE,40.76386,-73.78655599
7358,NEW SHIV GANGA INC,11358,TOBACCO RETAIL,40.76266998,-73.79677303
7359,OSCAR DELI & GROCERY MARKET INC,11358,GROCERY SUPERMARKET,40.75877998,-73.80593403
7360,KISSENA PARK DELI & GRILL INC,11358,GROCERY SUPERMARKET,40.75042,-73.80328702
7361,SHINHON FOOD CORPORATION,11358,BAR/LOUNGE,40.76151998,-73.80395598
7362,NOR-CROSS BAY SERVICE STATION INC,11358,GAS STATION,40.76967,-73.79293102
7363,AMERICAN'S FAVORITE DELI CORP.,11358,CONVENIENCE STORE,40.75243002,-73.78594503
7364,192 GREEN MARKET INC.,11358,GROCERY SUPERMARKET,40.7612,-73.78976098
7365,NOR TOPIA SERVICE STATION INC,11358,GROCERY SUPERMARKET,40.75808001,-73.79364499
7366,OLIVE MARKET INC,11358,GROCERY SUPERMARKET,40.76338999,-73.80653803
7367,L Y WILSON STATIONERY INC,11358,GROCERY SUPERMARKET,40.75348999,-73.79358899
7368,RAINDEW DISCOUNTS BAYSIDE CORPORATION,11358,GROCERY SUPERMARKET,40.76386,-73.78655599
7369,"PRAMUKH 162, INC.",11358,GROCERY SUPERMARKET,40.76135,-73.80304202
7370,"KIM, HYUNG S",11360,GROCERY SUPERMARKET,40.78844002,-73.78512998
7371,THE STOP & SHOP SUPERMARKET COMPANY LLC,11360,GROCERY SUPERMARKET,40.77989999,-73.77786899
7372,MSK FOOD CORP,11360,GROCERY SUPERMARKET,40.77843001,-73.78051004
7373,BAYSIDE FARM MARKET INC.,11361,CONVENIENCE STORE,40.76696001,-73.78223101
7374,DK DELI INC,11361,GROCERY SUPERMARKET,40.766104,-73.76846902
7375,J & J PLAZA DELI GROCERY INC,11361,GROCERY SUPERMARKET,40.76983999,-73.78924298
7376,SKY CONVENIENCE & DELI INC,11361,GROCERY SUPERMARKET,40.76291,-73.77579698
7377,CPL WORKS INC,11361,CONVENIENCE STORE,40.76924001,-73.773485
7378,"HARRY'S HABANA HUT, INC.",11361,GROCERY SUPERMARKET,40.76374001,-73.770566
7379,"JAM JUICE VAPE SHOP, INC",11361,GROCERY SUPERMARKET,40.75926001,-73.77410099
7380,FRANCIS LEWIS SERVICE STATION INC,11361,BAR/LOUNGE,40.75367,-73.78029697
7381,SUPER TIGER INC,11361,GROCERY SUPERMARKET,40.75325002,-73.78019496
7382,DIGITRONEX INC,11361,GROCERY SUPERMARKET,40.76684002,-73.78263401
7383,218 BAYSIDE OPERATING LLC.,11361,CONVENIENCE STORE,40.76009541,-73.77034475
7384,LP CORNER DELI INC,11361,GROCERY SUPERMARKET,40.76758002,-73.78003202
7385,BAYSIDE SMOKE & LOTTO INC,11361,GROCERY SUPERMARKET,40.76346002,-73.770724
7386,LIFETIME DELI & GROCERY INC.,11361,GROCERY SUPERMARKET,40.76079,-73.76729899
7387,TRIDEV CORPORATION,11361,GROCERY SUPERMARKET,40.76867,-73.77405497
7388,"LEE, GUN JAE",11361,CONVENIENCE STORE,40.75789502,-73.78059797
7389,YUEWU INC,11361,GROCERY SUPERMARKET,40.76853999,-73.77376898
7390,BOLLA OPERATING CORP,11362,CONVENIENCE/GAS,40.76603571,-73.72412377
7391,NOR-MARATHON SERVICE STATION INC,11362,GROCERY SUPERMARKET,40.76018905,-73.73187344
7392,NEW POLO DELI & GROCERY INC,11362,GROCERY SUPERMARKET,40.76952001,-73.73619903
7393,SOL HANA INC.,11362,GROCERY SUPERMARKET,40.76638002,-73.74049299
7394,THE STOP & SHOP SUPERMARKET COMPANY LLC,11362,GROCERY SUPERMARKET,40.767828,-73.73810334
7395,LUCKY BUSY DELI INC,11362,DELICATESSEN,40.76039999,-73.73123903
7396,POLO DELI INC,11362,DELICATESSEN,40.76952001,-73.73619903
7397,SUNNY'S FINE FOOD MARKET INC,11362,GROCERY SUPERMARKET,40.75970002,-73.73173298
7398,W. SWEET ALIZA INC,11362,GROCERY SUPERMARKET,40.74044,-73.75835499
7399,MIKE & FAYE DELI GROCERY INC.,11363,GROCERY SUPERMARKET,40.76796998,-73.74812002
7400,MONTERO'S DELI MINI MARKET CORP.,11363,GROCERY SUPERMARKET,40.74697001,-73.86857199
7401,LITTLE NECK DELI CORP,11363,CONVENIENCE STORE,40.77398002,-73.74222503
7402,"SHABBZ, CORP.",11364,GROCERY SUPERMARKET,40.74487118,-73.7766178
7403,AFRIDA ANAN KOTWAL INC.,11364,CONVENIENCE STORE,40.75422002,-73.77260297
7404,BAYSIDE ENTERPRISES INC,11364,GROCERY SUPERMARKET,40.74825001,-73.75831401
7405,NEW LIE BAGEL INC,11364,RESTAURANT/ATUPA,40.74659999,-73.76618101
7406,BRAND TRADING INC,11364,GROCERY SUPERMARKET,40.73617001,-73.74581298
7407,NOR-SPRING  SERVICE STATION INC,11364,GAS STATION,40.73607001,-73.74709701
7408,SPRING BREAK INC.,11364,GROCERY SUPERMARKET,40.74861998,-73.75777002
7409,BAYSIDE SUPPLY INC,11364,GROCERY SUPERMARKET,40.73597999,-73.74632897
7410,PARWAN DELI CORP,11364,GROCERY SUPERMARKET,40.74861998,-73.75777002
7411,"YOGI 19, LLC",11364,GROCERY SUPERMARKET,40.74858,-73.75618802
7412,"SANAT CARDS & GIFTS, INC.",11364,GROCERY SUPERMARKET,40.74037001,-73.75914599
7413,HETA DELI CONVENIENCE INC,11364,GROCERY SUPERMARKET,40.75552998,-73.767344
7414,MEADOW TRADING INC,11365,DISCOUNT STORE,40.73930999,-73.78633303
7415,AAA FRESH MEADOWS GAS INC.,11365,CONVENIENCE STORE,40.7386776,-73.80256567
7416,174-02 HORACE HARDING REALTY CORP,11365,GROCERY SUPERMARKET,40.73819269,-73.79511443
7417,JNK AUTO SERVICE INC.,11365,CONVENIENCE STORE,40.73955689,-73.79282209
7418,GOLDEN LION CHENG LE INC.,11365,CONVENIENCE STORE,40.73289,-73.79427002
7419,175-33 HORACE HARDING EXPRESSWAY SER,11365,GROCERY SUPERMARKET,40.73955998,-73.793375
7420,FRESH MEADOWS NATURAL INC,11365,CONVENIENCE STORE,40.73333998,-73.78361897
7421,GRAND SUCCESS TRADING CORP.,11365,GROCERY SUPERMARKET,40.73295001,-73.80438899
7422,164TH STREET TRADING INC,11365,TOBACCO RETAIL,40.73648001,-73.80498503
7423,SALONI STATIONERY INC,11365,STATIONERY STORE,40.73093999,-73.81014703
7424,PIEDMOUNT CORP,11365,GROCERY SUPERMARKET,40.73893,-73.80951997
7425,ELITE OIL CORPORATION,11365,GAS STATION,40.73884813,-73.79275768
7426,FU LONG FOOD PRODUCT INC,11365,GROCERY SUPERMARKET,40.73282999,-73.79454302
7427,LUCKY 21 CONVENIENCE INC.,11366,CONVENIENCE STORE,40.73028,-73.77782498
7428,NOR-CREST SERVICE STATION INC.,11366,GROCERY SUPERMARKET,40.72620601,-73.78994129
7429,NOR-MEADOW SERVICE STATION INC.,11366,GAS STATION,40.72189998,-73.80405296
7430,MUKTI 149 PETROLEUM INC,11366,GROCERY SUPERMARKET,40.76433999,-73.82378103
7431,NEW EMPIRE DELI & GROCERY CORP.,11366,GROCERY SUPERMARKET,40.72604999,-73.79140501
7432,AMERICAN FLAG DELI AND GROCERY INC.,11366,GROCERY SUPERMARKET,40.72609999,-73.81053804
7433,LANCANG INC.,11366,GROCERY SUPERMARKET,40.72651865,-73.78899124
7434,JUN & JEONG FARM INC.,11366,GROCERY SUPERMARKET,40.72286046,-73.8000625
7435,HIGH LIFE 168 CORP,11366,TOBACCO RETAIL,40.72287075,-73.800033
7436,O&K NY CORP,11366,GROCERY SUPERMARKET,40.72563999,-73.81052396
7437,PRAMUKH 7924 INC,11366,GROCERY SUPERMARKET,40.72045,-73.80937497
7438,"YAHOO SMOKE & BEER SHOP, INC.",11366,CONVENIENCE STORE,40.72838358,-73.78333861
7439,LUCKY DELI STORE INC.,11366,DELICATESSEN,40.72683001,-73.80481303
7440,DEEJAY STATIONERY INC.,11366,STATIONERY STORE,40.72748621,-73.78607067
7441,SHAMBHU DELI GROCERY INC.,11366,GROCERY SUPERMARKET,40.72082999,-73.80948804
7442,"P & M CONVENIENCE STORE, INC.",11366,CONVENIENCE STORE,40.72333002,-73.79955004
7443,YOO TAE HEUNG,11366,CONVENIENCE STORE,40.72314,-73.80007801
7444,UNION CONVENIENCE STORE INC.,11366,GROCERY SUPERMARKET,40.72105021,-73.80538497
7445,NOR-PARSONS SERVICE CENTER INC,11366,CONVENIENCE STORE,40.72688001,-73.810388
7446,BRUCIA OK CHA,11367,GROCERY SUPERMARKET,40.72972001,-73.82359302
7447,AMI CONVENIENCE INC,11367,CONVENIENCE STORE,40.72286998,-73.81958496
7448,"YUUN, HYANG S.",11367,GROCERY SUPERMARKET,40.71892674,-73.81246368
7449,GNP KISAN CORP,11367,CONVENIENCE STORE,40.72977,-73.81530701
7450,JEWEL CONVENIENCE INC.,11367,GROCERY SUPERMARKET,40.73043,-73.82391698
7451,SHIVMANI FOOD INC,11367,GROCERY SUPERMARKET,40.73550173,-73.74741276
7452,KISSENA EXPRESSWAY INC,11367,TOBACCO RETAIL,40.73845998,-73.814587
7453,BATUA LIPIKA,11367,GROCERY SUPERMARKET,40.71846998,-73.81480602
7454,MUKTI 154 PETROLEUM INC.,11367,CONVENIENCE/GAS,40.72007001,-73.80943004
7455,KISSENA ENTERPRISES INC,11367,CONVENIENCE STORE,40.7392183,-73.81464607
7456,"BARUA, LIPIKA",11367,GROCERY SUPERMARKET,40.71846998,-73.81480602
7457,HIR-NIK INC.,11367,TOBACCO RETAIL,40.73001002,-73.81528002
7458,MAIN STREET AUTO SERVICES INC,11367,GROCERY SUPERMARKET,40.73282999,-73.82546898
7459,NOR-PIKE SERVICE STATION INC,11367,GAS STATION,40.71839999,-73.81583004
7460,S & J SERVICE STATION INC,11367,GROCERY SUPERMARKET,40.72669685,-73.82163135
7461,FAMILY DOLLAR STORES OF NEW YORK INC,11367,CONVENIENCE STORE,40.71859999,-73.81434904
7462,SPEEDY MART GROCERY INC,11367,GROCERY SUPERMARKET,40.73001002,-73.81528002
7463,SHIVALAY DELI INC,11367,GROCERY SUPERMARKET,40.72941,-73.81532897
7464,SPEEDWAY LLC DBA: SPEEDWAY #07814,11368,CONVENIENCE STORE,40.75724999,-73.87077199
7465,ROSARIO BIENVENIDO,11368,GROCERY SUPERMARKET,40.75099001,-73.86213796
7466,108 DELI & GROCERY INC,11368,GROCERY SUPERMARKET,40.74226,-73.85458301
7467,RAMIREZ GROCERY STORE INC.,11368,GROCERY SUPERMARKET,40.74933001,-73.85522096
7468,STADIUM GAS INC.,11368,GAS STATION,40.75224,-73.852754
7469,JRD GROCERY CORP,11368,CONVENIENCE STORE,40.74767999,-73.86072603
7470,SKYVIEW GOURMET DELI CORP,11368,CONVENIENCE STORE,40.73720002,-73.86432999
7471,"GORIS, ORLANDO",11368,GROCERY SUPERMARKET,40.74144,-73.85761701
7472,CORONA FLOWERS INC.,11368,CONVENIENCE STORE,40.74385998,-73.85819402
7473,QUEENS PAPA & SON SUPERRMARKET CORP,11368,GROCERY SUPERMARKET,40.73948999,-73.86047197
7474,LUCKY CORONA INC.,11368,STAND,40.74999,-73.86253702
7475,LEFRAK CITY NEWSSTAND INC,11368,CONVENIENCE STORE,40.73466998,-73.86455999
7476,GOLO FOOD MARKET CORP,11368,GROCERY SUPERMARKET,40.74854999,-73.862993
7477,SMOKEY INC.,11368,GROCERY SUPERMARKET,40.74835,-73.86360999
7478,"ESA, MOHAMED A.",11368,GROCERY SUPERMARKET,40.74915001,-73.868242
7479,53RD QUEENS BEER INC.,11368,GROCERY SUPERMARKET,40.74182,-73.85651203
7480,GUMAN DELI GROCERY CORP,11368,GROCERY SUPERMARKET,40.74722,-73.868617
7481,"PAULINO, FRANKLYN M.",11368,GROCERY SUPERMARKET,40.74088001,-73.85599604
7482,CABAERA'S DELI GROCERY INC,11368,GROCERY SUPERMARKET,40.751463,-73.85888
7483,"GONZALEZ, BASILIA",11368,GROCERY SUPERMARKET,40.74905002,-73.85815102
7484,JC NEW DELI & GROCERY CORP,11368,GROCERY SUPERMARKET,40.74576301,-73.85645897
7485,CORONA KING MARKET INC,11368,GROCERY SUPERMARKET,40.74958,-73.86299501
7486,ESQUINA 100 & 34 GROCERY CORP,11368,GROCERY SUPERMARKET,40.75534001,-73.86829799
7487,FIESTA DELI & GRILL II INC,11368,GROCERY SUPERMARKET,40.75381999,-73.85918602
7488,EXPRESS CANDY STORE INC.,11368,GROCERY SUPERMARKET,40.74946999,-73.869422
7489,RODRIGUEZ GROCERY STORE #2 CORP.,11368,GROCERY SUPERMARKET,40.75774901,-73.86688103
7490,21ST CENTURY PHARMACY INC.,11368,PHARMACY,40.73707999,-73.86474699
7491,CORONA CONVENIENCE INC.,11368,TOBACCO RETAIL,40.75201,-73.85482701
7492,"WELCOME MARKET, INC",11368,GROCERY SUPERMARKET,40.75006402,-73.85867598
7493,ARTIE FOOD CENTER CORP,11368,GROCERY SUPERMARKET,40.75447998,-73.86679704
7494,R STOP 1 SUPERMARKET INC,11368,GROCERY SUPERMARKET,40.74969002,-73.854695
7495,VANESSA FOODS CORP,11368,GROCERY SUPERMARKET,40.74273999,-73.85481402
7496,96 04 KING FARIS CANDY GROCERY CORP,11368,GROCERY SUPERMARKET,40.74905999,-73.86908899
7497,JAA DELI CORP,11368,GROCERY SUPERMARKET,40.74598999,-73.85308902
7498,PINO GROCERY CORP,11368,CONVENIENCE STORE,40.75325999,-73.85989898
7499,FIESTA DELI & GRILL INC,11368,GROCERY SUPERMARKET,40.75652998,-73.86060097
7500,JEFF DELI GROCERY CORP,11368,GROCERY SUPERMARKET,40.74661,-73.863669
7501,MUKTI 49 PETROLEUM INC.,11368,GROCERY SUPERMARKET,40.73653998,-73.85727302
7502,"BAEZ, JOSE N.",11368,GROCERY SUPERMARKET,40.75355001,-73.86294497
7503,TITAHS DELI GROCERY CORP,11368,DELICATESSEN,40.75792,-73.86227199
7504,SHEA FUEL INC.,11368,GROCERY SUPERMARKET,40.76224507,-73.84192056
7505,"MYUNG, KYUNG A.",11368,GROCERY SUPERMARKET,40.76062999,-73.84281398
7506,111 FOOD MARKET CORP.,11368,GROCERY SUPERMARKET,40.75102002,-73.85539002
7507,CORONA MARKET PLACE INC,11368,GROCERY SUPERMARKET,40.75189001,-73.85585304
7508,NORTHERN DELI & GROCERY CORP,11368,GROCERY SUPERMARKET,40.75729999,-73.86731102
7509,NORTHERN BLVD DELI & GROCERY CORP.,11368,GROCERY SUPERMARKET,40.75757001,-73.863814
7510,"HERRERA, VIRGILIO",11368,GROCERY SUPERMARKET,40.75237,-73.86738998
7511,MONTERO'S GROCERY CORP.,11368,GROCERY SUPERMARKET,40.74779998,-73.86544303
7512,TOP 1 DELI GRILL INC,11368,CONVENIENCE STORE,40.73738002,-73.86372599
7513,SANCHEZ  DELI  & GROCERY CORP,11368,GROCERY SUPERMARKET,40.74697001,-73.86006897
7514,AMILIO HERNANDEZ & JOSE CABA,11368,GROCERY SUPERMARKET,40.75197002,-73.86886603
7515,AJ COMMUNITY STORE INC,11368,GROCERY SUPERMARKET,40.75284002,-73.86642304
7516,AMAPEN MINI MART CORP,11368,GROCERY SUPERMARKET,40.75215002,-73.85967703
7517,FRESH 1 DELI GROCERY CORP,11368,GROCERY SUPERMARKET,40.7538,-73.86143799
7518,"MORENO, HILDA",11368,GROCERY SUPERMARKET,40.74406999,-73.86564403
7519,KELSY & BROTHERS DELI GROCERY CORP,11368,GROCERY SUPERMARKET,40.75022,-73.85975004
7520,FLOR AZTECA DELI & GROCERY INC,11368,BAR/LOUNGE,40.74467001,-73.85916096
7521,CORONA BEER CANDY STORE CORP.,11368,GROCERY SUPERMARKET,40.75007998,-73.86291697
7522,HORACE GAS INC.,11368,CONVENIENCE/GAS,40.73873001,-73.849216
7523,ELIS GROCERY CORP.,11368,GROCERY SUPERMARKET,40.75312002,-73.86533599
7524,CORONA FOOD CORP.,11368,GROCERY SUPERMARKET,40.75586002,-73.86324303
7525,"BAEZ, NEIDA  A.",11368,GROCERY SUPERMARKET,40.74408001,-73.855171
7526,HERNANDEZ GROCERY STORE INC,11368,GROCERY SUPERMARKET,40.74316999,-73.86733499
7527,440STOP 1 MARKET CORP,11368,GROCERY SUPERMARKET,40.74037999,-73.85664002
7528,BAJWA FOOD MARKET LLC,11368,GROCERY SUPERMARKET,40.74589,-73.85939004
7529,"SALIS, SALIN A.",11368,GROCERY SUPERMARKET,40.75229,-73.85459802
7530,RED DELICIOUS DELI GROCERY INC,11368,CONVENIENCE STORE,40.74424002,-73.85892903
7531,MOOGLE  ENTERPRISES INC.,11368,CONVENIENCE STORE,40.75714002,-73.87176097
7532,G.S DELI & GROCERY INC,11368,GROCERY SUPERMARKET,40.74654001,-73.86845699
7533,NEW WAY DELI & GROCERY CORP,11368,DELICATESSEN,40.75460001,-73.86518604
7534,MR. JAY'S CORPORATION,11368,GROCERY SUPERMARKET,40.74736002,-73.86183797
7535,4315 JUNCTION PETROLEUM L.L.C.,11368,GAS STATION,40.74533312,-73.86793611
7536,FANA DELI GROCERY CORP,11368,CONVENIENCE/GAS,40.75455999,-73.86023996
7537,MI ESQUINA MINI MARKET CORP,11368,GROCERY SUPERMARKET,40.75778002,-73.85837096
7538,107 GROCERY DELI CORP,11368,GROCERY SUPERMARKET,40.75401998,-73.86107698
7539,J & B DELI & GROCERY CORP,11368,GROCERY SUPERMARKET,40.75265,-73.864244
7540,C & C INTERNATIONAL DELI GROCERY CORP.,11368,GROCERY SUPERMARKET,40.74772002,-73.86570102
7541,A & L DELI MEAT MARKET CORP.,11368,CONVENIENCE STORE,40.75296001,-73.86521001
7542,"ALVA GROCERY, CORP.",11368,OTHER,40.73965998,-73.85444798
7543,AZAAL 1 DELI GROCERTY CORP,11368,GROCERY SUPERMARKET,40.75345999,-73.87166902
7544,SHIVU INC,11368,BAR/LOUNGE,40.74928002,-73.861253
7545,CORONA 103RD INC,11368,CONVENIENCE STORE,40.74398001,-73.85971299
7546,45-14 NATIONAL GROCERY CORP,11368,CONVENIENCE STORE,40.74557002,-73.86446402
7547,HAR SIDDHI CORPORATION,11368,GROCERY SUPERMARKET,40.74887002,-73.86940297
7548,111 CORONA CANDY STORE INC.,11368,GROCERY SUPERMARKET,40.75145001,-73.85563
7549,FOREST HILLS BEER DIST. INC,11368,GROCERY SUPERMARKET,40.74733998,-73.85720898
7550,"TAVERAS, DOLORES G",11368,GROCERY SUPERMARKET,40.73953999,-73.85764601
7551,LEE STOP 1 MARKET CORP,11368,CONVENIENCE STORE,40.74037999,-73.85664002
7552,JR FAMILY GROCERY INC,11368,DELICATESSEN,40.75079002,-73.86231197
7553,HUDSON RETAIL NEU NEWS LAGUARDIA JV,11369,STATIONERY STORE,40.7695505,-73.8867612
7554,JAYLI INTERNATIONAL DELI INC,11369,DELICATESSEN,40.76310001,-73.87475499
7555,7-ELEVEN STORE (32127B),11369,GROCERY SUPERMARKET,40.76387002,-73.88160602
7556,SPEEDWAY LLC,11369,CONVENIENCE/GAS,40.76359002,-73.87998697
7557,HUDSON RETAIL-NEU NEWS LAGUARDIA JV,11369,CONVENIENCE STORE,40.7695505,-73.8867612
7558,DAY DELI GROCERY CORP,11369,DELICATESSEN,40.76025,-73.87754499
7559,SYED EMPIRES INC,11369,CONVENIENCE STORE,40.76291,-73.87696596
7560,23-34 94TH ST. GROCERY CORP.,11369,GROCERY SUPERMARKET,40.76717001,-73.87621696
7561,"DIAZ, DANILO J",11369,GROCERY SUPERMARKET,40.76860001,-73.87322001
7562,DL DELI GROCERY CORP,11369,GROCERY SUPERMARKET,40.76031001,-73.876901
7563,ALBERT'S GIFT SHOP INC.,11369,CONVENIENCE STORE,40.76940999,-73.87989502
7564,COUNTRY BOY I CORP,11369,GROCERY SUPERMARKET,40.75880999,-73.87119402
7565,98-02 SUPERIOR DELI CORP.,11369,DELICATESSEN,40.76210001,-73.87116602
7566,EAST ELMHURST GROCERY CORP,11369,CONVENIENCE STORE,40.76167999,-73.86642203
7567,GALAXY STATION & MINIMART INC,11369,GROCERY SUPERMARKET,40.76464636,-73.88404989
7568,EAGLE SERVICE CENTER LLC,11369,GROCERY SUPERMARKET,40.76781999,-73.90089999
7569,TCE MANAGEMENT CORP.,11369,GROCERY SUPERMARKET,40.76028001,-73.86212203
7570,TURKAM INC,11369,STAND,40.7695505,-73.8867612
7571,NG MINI MARKET CORP,11370,DISCOUNT STORE,40.75898002,-73.887067
7572,"N & R DELI, INC.",11370,GROCERY SUPERMARKET,40.76265837,-73.89116782
7573,SHOPNOPORI HALAL MEAT & GROCERY INC,11370,GROCERY SUPERMARKET,40.75918998,-73.887614
7574,JACKSON HEIGHTS STATIONERY INC.,11370,GROCERY SUPERMARKET,40.75870464,-73.89183547
7575,"KEY FOOD CS3, LLC.",11370,GROCERY SUPERMARKET,40.75990999,-73.89213201
7576,YOUR WHOLESOME FOOD NO 2 INC,11370,GROCERY SUPERMARKET,40.75918001,-73.88523798
7577,AMERICAN DESI BAZAAR & DELI INC.,11370,GROCERY SUPERMARKET,40.75849494,-73.89235257
7578,"JITA, SHAH",11370,GROCERY SUPERMARKET,40.77060002,-73.89081597
7579,S. MICHAEL & SON INC.,11370,GROCERY SUPERMARKET,40.76478419,-73.88667349
7580,K & A PLUS OF NEW YORK INC,11370,GROCERY SUPERMARKET,40.77042001,-73.89258103
7581,"TIRTH CARDS & GIFTS, INC.",11370,GROCERY SUPERMARKET,40.76512001,-73.89319299
7582,FAAA LLC,11371,GROCERY SUPERMARKET,40.77107053,-73.88533598
7583,"HUDSON RETAIL-NEU NEWS LAGUARDIA,JV",11371,GROCERY SUPERMARKET,40.77107053,-73.88533598
7584,"HG LGA RETAILERS, JV",11371,GROCERY SUPERMARKET,40.77107053,-73.88533598
7585,"KHAN GROCERY, INC.",11372,OTHER,40.74823999,-73.87696697
7586,AFREEN CANDY AND WIRELESS INC.,11372,CONVENIENCE STORE,40.74690002,-73.88967201
7587,37-63 GROCERY FOOD CORP.,11372,GROCERY SUPERMARKET,40.74854999,-73.87828
7588,GOLD SEA TRADING INC,11372,GROCERY SUPERMARKET,40.74759001,-73.883099
7589,3767 LUCKY LOTTO 1 CORP,11372,GROCERY SUPERMARKET,40.74866998,-73.87640798
7590,SPEEDCO SERVICES INC.,11372,CONVENIENCE/GAS,40.75524998,-73.891282
7591,PRAMUKH 79 INC.,11372,TOBACCO RETAIL,40.7473,-73.88590702
7592,HU XIAN LI,11372,GROCERY SUPERMARKET,40.75542999,-73.88806101
7593,TOP DELI GROCERY INC.,11372,CONVENIENCE STORE,40.75311,-73.87214101
7594,SHREEHARI CONVENIENCE INC,11372,CONVENIENCE STORE,40.74800002,-73.88386201
7595,I & Y NEW S AND CANDY INC,11372,STAND,40.7478623,-73.88194351
7596,N & K SUPERMARKET INC,11372,GROCERY SUPERMARKET,40.75588998,-73.88368297
7597,LAS DELICIAS CORP,11372,GROCERY SUPERMARKET,40.75087002,-73.87472196
7598,84 NEWS INC & GROCERY,11372,GROCERY SUPERMARKET,40.74773402,-73.88129103
7599,"JIGME & PHUNTSOK OF NYC, INC.",11372,CONVENIENCE STORE,40.74723999,-73.89223
7600,MEGA DREAM CORP.,11372,CONVENIENCE STORE,40.74920001,-73.89061598
7601,M.I. TELECOM INC,11372,GROCERY SUPERMARKET,40.74702,-73.89159398
7602,HADY DELI & GROCERY CORP,11372,BAR/LOUNGE,40.75668002,-73.87324599
7603,"7-ELEVEN, INC",11372,CONVENIENCE STORE,40.74715001,-73.88723002
7604,37TH AVE GROCERY INC,11372,GROCERY SUPERMARKET,40.74966001,-73.88398698
7605,APEX NEWS & GROCERY CORP,11372,GROCERY SUPERMARKET,40.74900999,-73.86964898
7606,9202 37TH AVE DELI & GROCERY CORP.,11372,GROCERY SUPERMARKET,40.75062699,-73.87465801
7607,NYC FOOD MART INC,11372,GROCERY SUPERMARKET,40.74944501,-73.88491
7608,A-2-Z CONVENIENCE STORE INC,11372,GROCERY SUPERMARKET,40.75107999,-73.87176701
7609,NEW YORK FOOD MARKET INC,11372,GROCERY SUPERMARKET,40.74889998,-73.87063101
